time,theta_b,dtheta_b,dtheta_w
9.70,0.99,-5.46,-37820.60
15.05,0.97,-5.71,-37581.38
20.44,0.95,-5.55,-37409.01
25.82,0.90,-5.19,-37321.53
31.20,0.88,-5.07,-37266.37
36.56,0.86,-5.02,-37215.85
42.08,0.82,-4.42,-37169.42
47.62,0.81,-3.86,-37154.16
53.11,0.79,-3.99,-37139.39
58.62,0.76,-3.39,-37112.54
64.11,0.75,-3.52,-37120.27
69.62,0.73,-3.78,-37132.93
75.12,0.70,-4.03,-37117.87
80.62,0.68,-4.19,-37099.38
86.12,0.66,-4.51,-37104.16
91.73,0.63,-4.16,-37113.36
97.23,0.61,-4.66,-37111.59
102.73,0.59,-4.71,-37105.25
108.24,0.57,-4.46,-37120.23
113.73,0.54,-3.94,-37105.33
119.24,0.52,-3.86,-37095.20
124.75,0.50,-3.72,-37100.73
130.26,0.47,-3.65,-37117.04
135.77,0.46,-3.83,-37106.32
141.27,0.44,-3.69,-37101.21
146.76,0.41,-3.91,-37098.77
152.24,0.40,-4.12,-37111.90
157.74,0.38,-4.26,-37089.66
163.24,0.34,-4.74,-37101.58
168.73,0.32,-5.14,-37116.94
174.30,0.30,-5.21,-37104.00
179.79,0.25,-5.20,-37089.48
185.27,0.23,-5.14,-37101.47
190.76,0.21,-5.48,-37113.62
196.26,0.16,-5.48,-37106.95
201.74,0.14,-5.89,-37099.44
207.26,0.11,-5.24,-37098.01
212.76,0.09,-5.26,-37108.10
218.24,0.07,-5.35,-37086.81
223.74,0.04,-4.74,-37099.94
229.29,-0.01,-5.01,-37116.61
234.79,-0.03,-4.41,-37104.17
240.23,-0.05,-4.92,-37091.84
245.73,-0.08,-4.20,-37098.35
251.24,-0.10,-4.59,-37115.16
256.73,-0.12,-4.07,-37099.28
262.23,-0.14,-4.68,-37099.57
267.68,-0.16,-4.13,-37097.85
273.18,-0.19,-4.74,-37104.79
278.72,-0.21,-4.22,-37088.24
284.26,-0.23,-4.73,-37099.88
289.77,-0.28,-5.13,-37117.05
295.26,-0.30,-4.54,-37106.21
300.73,-0.33,-5.17,-37092.41
306.24,-0.35,-4.12,-37098.50
311.74,-0.37,-4.66,-37105.27
317.23,-0.39,-4.02,-37097.39
322.77,-0.41,-4.40,-37100.21
328.28,-0.43,-3.81,-37100.24
333.78,-0.45,-4.04,-37106.98
339.26,-0.49,-3.78,-37086.53
344.77,-0.51,-3.62,-37097.35
350.28,-0.53,-4.13,-37109.64
355.76,-0.55,-3.72,-37105.99
361.15,-0.57,-4.47,-37093.38
366.52,-0.59,-3.99,-37100.77
371.89,-0.61,-3.96,-37102.96
377.27,-0.63,-4.38,-37097.94
382.65,-0.65,-4.28,-37097.61
388.03,-0.67,-3.59,-37098.71
393.39,-0.69,-3.53,-37106.37
398.77,-0.71,-3.79,-37086.86
404.12,-0.72,-3.25,-37097.00
409.52,-0.74,-3.19,-37114.92
414.91,-0.77,-3.30,-37103.01
420.29,-0.78,-2.95,-37092.50
425.66,-0.80,-3.19,-37097.85
431.08,-0.82,-3.02,-37109.80
436.45,-0.83,-3.55,-37103.76
441.88,-0.85,-3.18,-37098.36
447.26,-0.87,-3.59,-37099.03
452.67,-0.88,-3.31,-37103.41
458.03,-0.90,-3.62,-37107.22
463.41,-0.92,-3.30,-37099.14
468.78,-0.94,-3.67,-37112.77
474.16,-0.95,-3.01,-37103.07
479.53,-0.97,-3.29,-37086.48
484.91,-1.00,-3.25,-37097.50
490.29,-1.01,-2.76,-37109.70
495.65,-1.03,-2.98,-37104.25
501.03,-1.04,-2.79,-37087.82
506.39,-1.05,-2.97,-37106.57
511.77,-1.07,-2.55,-37099.42
517.14,-1.08,-2.75,-37101.39
522.50,-1.09,-2.50,-37097.84
527.89,-1.11,-2.65,-37095.60
533.25,-1.12,-2.54,-37102.40
538.62,-1.13,-2.36,-37086.82
543.99,-1.14,-2.26,-37100.45
549.37,-1.16,-2.61,-37115.38
554.73,-1.18,-2.63,-37103.57
560.15,-1.19,-2.15,-37089.02
565.51,-1.20,-2.35,-37098.14
570.88,-1.21,-2.15,-37113.49
576.25,-1.22,-2.27,-37103.19
581.72,-1.24,-2.18,-37098.02
587.07,-1.25,-2.41,-37097.38
592.45,-1.26,-2.34,-37107.82
597.81,-1.27,-2.55,-37086.40
603.18,-1.29,-2.68,-37100.08
608.52,-1.30,-2.73,-37115.46
613.87,-1.31,-2.88,-37102.40
619.23,-1.33,-2.59,-37089.69
624.60,-1.34,-2.67,-37101.71
629.96,-1.37,-2.78,-37114.96
635.33,-1.38,-2.21,-37105.12
641.61,-1.39,-2.47,-37095.06
652.21,-1.41,-2.18,-37104.71
657.57,-1.42,-2.10,-37106.80
662.93,-1.43,-2.24,-37100.62
668.31,-1.44,-1.77,-37114.47
673.67,-1.45,-2.15,-37104.01
679.04,-1.46,-2.10,-37091.84
684.42,-1.48,-2.62,-37097.82
689.84,-1.50,-2.93,-37110.46
695.18,-1.52,-2.70,-37105.41
700.54,-1.53,-3.06,-37090.11
705.92,-1.54,-2.63,-37093.76
711.28,-1.56,-2.86,-37105.58
716.66,-1.57,-2.50,-37105.23
722.02,-1.58,-2.32,-37097.44
727.30,-1.59,-2.48,-37094.96
732.59,-1.61,-2.33,-37102.38
737.87,-1.62,-2.36,-37085.75
743.15,-1.63,-2.03,-37098.68
748.42,-1.64,-2.15,-37112.32
753.70,-1.65,-2.14,-37102.93
758.98,-1.66,-2.48,-37090.68
764.26,-1.67,-2.18,-37098.48
769.54,-1.68,-2.47,-37113.62
774.82,-1.70,-2.20,-37106.72
780.10,-1.71,-2.21,-37086.07
785.39,-1.73,-2.54,-37096.27
790.67,-1.74,-2.18,-37106.41
795.95,-1.76,-2.38,-37104.88
801.23,-1.77,-1.93,-37092.82
806.51,-1.78,-2.27,-37094.08
811.75,-1.79,-2.04,-37110.39
817.03,-1.80,-1.91,-37090.04
822.31,-1.81,-2.37,-37099.83
827.59,-1.82,-2.02,-37108.08
832.88,-1.83,-2.33,-37103.24
838.16,-1.84,-2.10,-37098.51
843.44,-1.85,-2.44,-37102.14
848.72,-1.86,-2.18,-37117.17
854.00,-1.88,-2.48,-37105.77
859.28,-1.89,-2.43,-37085.48
864.56,-1.90,-2.77,-37100.81
869.84,-1.91,-2.59,-37114.42
875.08,-1.93,-2.77,-37105.07
880.36,-1.94,-2.54,-37094.60
885.65,-1.97,-2.43,-37099.02
890.93,-1.98,-2.75,-37106.91
896.21,-1.99,-2.26,-37103.71
901.49,-2.00,-2.41,-37099.77
906.77,-2.01,-2.10,-37101.97
912.05,-2.02,-2.26,-37102.61
917.33,-2.03,-2.13,-37099.85
922.61,-2.05,-2.38,-37095.63
927.90,-2.06,-2.64,-37115.03
933.18,-2.07,-2.18,-37099.71
938.42,-2.08,-2.43,-37088.27
943.70,-2.09,-2.41,-37099.37
948.98,-2.11,-2.14,-37115.57
954.26,-2.12,-2.65,-37102.32
959.54,-2.13,-2.44,-37090.23
964.82,-2.14,-2.79,-37096.37
970.10,-2.16,-2.34,-37112.83
975.39,-2.17,-2.84,-37104.86
980.67,-2.20,-3.22,-37086.93
985.95,-2.21,-2.77,-37100.23
991.23,-2.23,-2.97,-37103.72
996.51,-2.24,-2.59,-37103.26
1001.75,-2.25,-2.72,-37096.46
1007.03,-2.27,-2.35,-37096.22
1012.31,-2.28,-2.70,-37101.50
1017.59,-2.29,-2.45,-37085.92
1022.88,-2.30,-2.55,-37099.29
1028.16,-2.32,-2.10,-37112.84
1033.44,-2.33,-2.25,-37101.97
1038.72,-2.34,-1.82,-37089.00
1044.00,-2.35,-2.30,-37100.12
1049.28,-2.36,-1.90,-37109.37
1054.56,-2.37,-2.39,-37103.25
1059.84,-2.38,-2.03,-37087.92
1065.08,-2.39,-2.77,-37098.61
1070.36,-2.40,-2.36,-37107.41
1075.65,-2.43,-2.60,-37103.72
1080.93,-2.44,-2.37,-37091.69
1086.21,-2.45,-2.76,-37096.53
1091.49,-2.47,-2.31,-37106.10
1096.77,-2.48,-2.18,-37078.66
1102.05,-2.49,-2.18,-37091.14
1107.33,-2.50,-1.91,-37106.71
1112.61,-2.51,-2.10,-37101.70
1117.90,-2.52,-1.69,-37094.90
1123.18,-2.53,-1.83,-37098.23
1128.42,-2.53,-1.62,-37112.45
1133.70,-2.54,-1.74,-37103.51
1138.98,-2.55,-1.52,-37084.86
1144.26,-2.56,-1.83,-37097.82
1149.54,-2.57,-1.79,-37113.81
1154.82,-2.58,-2.00,-37104.25
1160.10,-2.59,-1.87,-37090.45
1165.39,-2.60,-2.05,-37097.16
1170.67,-2.62,-2.01,-37112.88
1175.95,-2.63,-1.70,-37104.28
1181.23,-2.63,-1.96,-37098.09
1186.51,-2.64,-1.56,-37101.20
1191.75,-2.65,-1.78,-37102.02
1197.03,-2.66,-1.58,-37105.65
1202.31,-2.67,-1.92,-37094.81
1207.59,-2.68,-1.81,-37111.98
1212.88,-2.69,-1.88,-37099.96
1218.16,-2.70,-1.56,-37086.13
1223.44,-2.70,-1.72,-37100.34
1228.72,-2.71,-1.51,-37108.88
1234.00,-2.72,-1.48,-37101.07
1239.28,-2.73,-1.79,-37086.48
1244.56,-2.73,-1.29,-37095.87
1249.84,-2.74,-1.44,-37112.59
1255.08,-2.75,-1.22,-37099.64
1260.37,-2.75,-1.06,-37096.11
1265.65,-2.76,-0.91,-37095.86
1270.93,-2.76,-1.21,-37104.31
1276.21,-2.78,-1.51,-37106.81
1281.49,-2.78,-1.34,-37090.73
1286.77,-2.79,-1.23,-37111.30
1292.05,-2.80,-1.50,-37100.77
1297.33,-2.81,-1.70,-37091.62
1302.62,-2.81,-1.26,-37097.98
1307.90,-2.82,-1.58,-37107.68
1313.18,-2.83,-1.31,-37102.19
1318.42,-2.83,-1.55,-37088.80
1323.70,-2.84,-1.41,-37102.20
1328.98,-2.85,-1.68,-37113.48
1334.26,-2.86,-1.35,-37098.27
1339.54,-2.86,-1.65,-37084.34
1344.82,-2.87,-1.42,-37095.41
1350.10,-2.88,-1.41,-37106.57
1355.39,-2.88,-1.21,-37104.96
1360.67,-2.89,-1.27,-37088.49
1365.95,-2.90,-1.24,-37095.77
1371.23,-2.90,-1.24,-37102.60
1376.51,-2.92,-1.38,-37096.62
1381.75,-2.92,-0.94,-37100.19
1387.03,-2.93,-1.16,-37100.79
1392.31,-2.93,-0.92,-37102.19
1397.59,-2.94,-1.19,-37087.45
1402.88,-2.94,-1.13,-37097.98
1408.16,-2.95,-1.52,-37112.32
1413.44,-2.96,-1.30,-37100.09
1418.72,-2.96,-1.28,-37086.35
1424.00,-2.97,-1.28,-37095.11
1429.28,-2.98,-1.43,-37108.19
1434.56,-2.98,-1.47,-37102.34
1439.84,-2.99,-1.51,-37086.40
1445.08,-3.00,-1.26,-37097.38
1450.36,-3.00,-1.27,-37111.98
1455.65,-3.01,-1.24,-37102.39
1460.93,-3.02,-1.48,-37096.67
1466.21,-3.03,-1.37,-37097.33
1471.49,-3.04,-1.05,-37104.08
1476.77,-3.04,-1.13,-37085.87
1482.05,-3.05,-1.11,-37098.31
1487.33,-3.05,-1.29,-37110.42
1492.61,-3.06,-1.19,-37101.73
1497.90,-3.07,-1.52,-37091.74
1503.18,-3.07,-1.47,-37097.82
1508.42,-3.08,-1.55,-37110.50
1513.70,-3.09,-1.37,-37104.51
1518.98,-3.10,-1.60,-37086.48
1524.26,-3.11,-2.07,-37097.48
1529.54,-3.12,-1.54,-37114.11
1534.82,-3.12,-1.63,-37102.84
1540.10,-3.13,-1.43,-37090.31
1545.38,-3.14,-1.49,-37095.91
1550.66,-3.14,-1.28,-37107.24
1555.95,-3.15,-1.21,-37101.64
1561.23,-3.16,-1.15,-37099.74
1566.51,-3.17,-1.16,-37105.48
1571.75,-3.17,-1.42,-37100.52
1577.03,-3.18,-1.49,-37099.53
1582.31,-3.19,-1.75,-37097.03
1587.59,-3.20,-1.64,-37111.14
1592.87,-3.21,-1.80,-37105.23
1598.16,-3.22,-1.74,-37087.48
1603.44,-3.23,-1.91,-37097.80
1608.72,-3.23,-1.68,-37115.14
1614.00,-3.24,-2.00,-37102.64
1619.28,-3.25,-1.81,-37088.88
1624.56,-3.26,-1.90,-37097.20
1629.84,-3.27,-1.67,-37108.40
1635.08,-3.28,-1.52,-37102.71
1640.37,-3.29,-1.79,-37095.70
1645.65,-3.30,-1.62,-37096.25
1650.93,-3.31,-1.96,-37104.16
1656.21,-3.31,-1.76,-37095.20
1661.49,-3.32,-1.81,-37090.35
1666.78,-3.34,-2.03,-37107.96
1672.06,-3.35,-1.79,-37099.79
1677.34,-3.36,-2.13,-37092.52
1682.62,-3.37,-1.79,-37100.50
1687.90,-3.38,-1.88,-37101.93
1693.18,-3.39,-1.75,-37104.77
1698.42,-3.40,-1.71,-37089.03
1703.70,-3.41,-1.93,-37097.30
1708.98,-3.42,-1.87,-37113.84
1714.26,-3.43,-1.81,-37102.08
1719.54,-3.44,-1.77,-37091.95
1724.82,-3.45,-2.09,-37097.45
1730.10,-3.46,-1.98,-37107.01
1735.39,-3.47,-2.07,-37101.66
1740.67,-3.47,-1.55,-37088.00
1745.95,-3.48,-1.77,-37105.56
1751.23,-3.49,-1.51,-37104.27
1756.51,-3.50,-1.21,-37099.22
1761.75,-3.51,-1.04,-37097.91
1767.03,-3.51,-0.79,-37095.01
1772.31,-3.52,-0.70,-37104.36
1777.59,-3.52,-0.75,-37086.12
1782.88,-3.52,-0.97,-37097.81
1788.16,-3.53,-0.85,-37113.35
1793.44,-3.53,-1.04,-37103.85
1798.72,-3.54,-0.97,-37088.32
1804.00,-3.54,-1.25,-37095.80
1809.28,-3.55,-1.01,-37112.33
1814.56,-3.55,-1.04,-37102.90
1819.84,-3.56,-1.01,-37086.89
1825.08,-3.56,-1.02,-37095.65
1830.37,-3.57,-0.83,-37105.56
1835.65,-3.57,-1.12,-37103.77
1840.93,-3.58,-0.72,-37094.84
1846.21,-3.58,-0.89,-37097.38
1851.49,-3.59,-0.55,-37105.69
1856.77,-3.59,-0.48,-37087.85
1862.06,-3.59,-0.32,-37099.55
1867.33,-3.59,-0.38,-37114.56
1872.62,-3.60,-0.45,-37103.42
1877.90,-3.60,-0.46,-37092.41
1883.18,-3.60,-0.42,-37095.55
1888.42,-3.60,-0.21,-37111.38
1893.70,-3.60,-0.13,-37102.77
1898.98,-3.60,-0.13,-37082.33
1904.26,-3.60,0.33,-37097.94
1909.54,-3.60,0.30,-37104.23
1914.82,-3.60,0.31,-37103.61
1920.10,-3.60,0.43,-37089.90
1925.39,-3.59,0.45,-37097.39
1930.67,-3.59,0.40,-37111.31
1935.95,-3.59,0.34,-37093.91
1941.23,-3.59,0.13,-37097.77
1946.51,-3.59,0.30,-37101.46
1951.75,-3.59,0.38,-37101.63
1957.03,-3.58,0.79,-37103.89
1962.31,-3.58,0.82,-37096.11
1967.59,-3.57,1.01,-37114.67
1972.88,-3.57,0.88,-37105.41
1978.16,-3.56,0.87,-37088.68
1983.44,-3.56,0.98,-37095.91
1988.72,-3.55,1.29,-37107.13
1994.00,-3.54,1.20,-37100.97
1999.28,-3.54,1.54,-37088.16
2004.56,-3.53,1.42,-37097.91
2009.84,-3.52,1.70,-37110.83
2015.08,-3.51,1.50,-37102.17
2020.36,-3.51,1.91,-37095.12
2025.65,-3.50,1.61,-37095.77
2030.93,-3.49,1.98,-37104.88
2036.21,-3.48,1.59,-37104.12
2041.49,-3.47,1.66,-37100.11
2046.77,-3.46,2.00,-37113.18
2052.05,-3.45,2.06,-37101.92
2057.33,-3.43,2.40,-37091.48
2062.61,-3.42,2.12,-37097.91
2067.89,-3.41,2.15,-37109.83
2073.17,-3.39,2.54,-37102.99
2078.42,-3.38,2.07,-37085.79
2083.70,-3.37,2.16,-37098.23
2088.98,-3.36,1.73,-37112.48
2094.26,-3.36,1.63,-37103.39
2099.54,-3.35,0.99,-37092.55
2104.82,-3.35,0.85,-37094.28
2110.10,-3.34,0.84,-37107.18
2115.39,-3.34,0.74,-37104.04
2120.67,-3.34,0.56,-37090.84
2125.95,-3.33,0.85,-37104.14
2131.23,-3.33,0.46,-37103.52
2136.51,-3.33,0.53,-37097.43
2141.75,-3.33,0.35,-37097.30
2147.03,-3.32,0.41,-37096.66
2152.31,-3.32,0.29,-37105.09
2157.59,-3.32,0.39,-37086.32
2162.88,-3.32,-0.03,-37096.72
2168.16,-3.32,-0.03,-37115.54
2173.44,-3.32,0.07,-37103.35
2178.72,-3.32,0.33,-37089.65
2184.00,-3.32,0.31,-37097.08
2189.28,-3.31,0.41,-37112.52
2194.56,-3.31,0.28,-37104.69
2199.84,-3.31,-0.20,-37088.74
2205.08,-3.31,0.15,-37097.19
2210.36,-3.31,0.23,-37107.14
2215.65,-3.31,0.56,-37105.32
2220.93,-3.31,0.71,-37094.08
2226.21,-3.30,0.12,-37096.26
2231.49,-3.30,0.40,-37102.24
2236.77,-3.30,-0.01,-37090.55
2242.05,-3.30,1.20,-37095.85
2247.33,-3.28,1.49,-37107.52
2252.61,-3.27,2.73,-37103.82
2257.90,-3.27,0.16,-37085.92
2263.18,-3.27,0.26,-37097.82
2268.42,-3.27,-0.78,-37110.89
2273.70,-3.28,-2.03,-37103.11
2278.98,-3.29,-1.23,-37083.75
2284.26,-3.30,-2.31,-37097.98
2289.54,-3.31,-1.90,-37107.18
2294.82,-3.32,-2.09,-37103.26
2300.10,-3.33,-2.91,-37087.57
2305.38,-3.34,-2.29,-37096.38
2310.66,-3.36,-4.07,-37100.75
2315.95,-3.38,-2.37,-37094.34
2321.23,-3.40,-4.09,-37095.29
2326.51,-3.41,-3.49,-37097.71
2331.75,-3.44,-4.21,-37104.02
2337.03,-3.47,-6.56,-37101.63
2342.31,-3.50,-5.91,-37097.46
2347.59,-3.54,-8.29,-37115.06
2352.88,-3.62,-8.46,-37100.91
2358.16,-3.66,-8.12,-37087.47
2363.44,-3.70,-8.28,-37096.30
2368.72,-3.74,-7.51,-37109.10
2374.00,-3.78,-8.26,-37103.20
2379.28,-3.81,-6.97,-37087.48
2384.56,-3.85,-8.42,-37097.00
2389.84,-3.89,-7.32,-37102.80
2395.09,-3.93,-8.42,-37104.07
2400.37,-3.97,-7.49,-37094.70
2405.65,-4.01,-8.04,-37096.23
2410.93,-4.05,-7.15,-37106.25
2416.21,-4.08,-7.12,-37085.77
2421.50,-4.11,-6.18,-37098.62
2426.78,-4.14,-5.93,-37112.13
2432.06,-4.16,-4.57,-37101.20
2437.34,-4.19,-5.16,-37094.41
2442.62,-4.24,-5.28,-37096.83
2447.90,-4.26,-5.20,-37112.17
2453.18,-4.29,-6.02,-37104.95
2458.42,-4.32,-5.46,-37085.12
2463.70,-4.35,-5.70,-37100.08
2468.98,-4.37,-4.57,-37106.95
2474.26,-4.40,-4.32,-37100.69
2479.54,-4.42,-4.32,-37088.67
2484.82,-4.43,-3.53,-37096.53
2490.11,-4.45,-3.65,-37110.88
2495.39,-4.47,-3.20,-37097.62
2500.67,-4.49,-3.54,-37097.33
2505.95,-4.50,-3.12,-37097.76
2511.23,-4.52,-3.47,-37108.14
2516.51,-4.53,-2.86,-37102.57
2521.75,-4.55,-3.29,-37095.87
2527.03,-4.56,-2.70,-37115.47
2532.31,-4.58,-2.59,-37101.87
2537.59,-4.59,-2.13,-37087.26
2542.87,-4.60,-2.09,-37098.31
2548.16,-4.62,-1.82,-37111.59
2553.44,-4.62,-1.71,-37101.66
2558.72,-4.63,-2.15,-37087.56
2564.00,-4.65,-2.06,-37096.52
2569.28,-4.66,-2.47,-37112.00
2574.56,-4.67,-2.22,-37107.58
2579.84,-4.68,-2.70,-37095.91
2585.08,-4.69,-2.15,-37098.37
2590.36,-4.70,-2.30,-37103.25
2595.65,-4.71,-1.51,-37105.69
2600.93,-4.72,-1.13,-37096.96
2606.21,-4.72,-0.30,-37108.65
2611.49,-4.72,0.07,-37099.12
2616.77,-4.72,0.09,-37095.30
2622.05,-4.72,0.25,-37095.88
2627.33,-4.72,0.20,-37113.59
2632.61,-4.71,0.42,-37101.82
2637.90,-4.71,1.07,-37086.95
2643.18,-4.70,1.18,-37097.96
2648.42,-4.69,1.78,-37112.82
2653.70,-4.68,2.26,-37102.79
2658.98,-4.67,2.07,-37092.52
2664.26,-4.66,2.37,-37096.22
2669.54,-4.65,1.69,-37106.78
2674.83,-4.64,1.56,-37098.58
2680.11,-4.64,1.28,-37088.73
2685.39,-4.63,1.05,-37099.42
2690.67,-4.63,0.92,-37103.59
2695.95,-4.62,0.64,-37102.60
2701.23,-4.62,0.81,-37093.79
2706.51,-4.61,0.93,-37111.79
2711.75,-4.61,0.82,-37098.16
2717.03,-4.61,0.72,-37087.05
2722.31,-4.60,0.34,-37097.74
2727.59,-4.60,0.13,-37106.96
2732.88,-4.60,-0.15,-37104.02
2738.16,-4.61,-0.19,-37088.22
2743.44,-4.61,-0.14,-37098.25
2748.72,-4.61,-0.07,-37112.57
2754.00,-4.61,0.01,-37101.07
2759.28,-4.61,-0.14,-37092.02
2764.56,-4.61,-0.28,-37096.89
2769.84,-4.61,-0.17,-37105.90
2775.08,-4.61,-0.23,-37101.61
2780.36,-4.61,-0.23,-37091.69
2785.65,-4.61,-0.20,-37107.64
2790.93,-4.61,-0.04,-37101.70
2796.21,-4.61,0.02,-37093.06
2801.49,-4.61,-0.07,-37098.06
2806.77,-4.61,0.21,-37098.34
2812.05,-4.61,0.39,-37102.66
2817.33,-4.61,0.36,-37086.25
2822.61,-4.61,0.25,-37097.30
2827.90,-4.61,0.19,-37115.78
2833.18,-4.61,-0.04,-37102.16
2838.42,-4.61,-0.04,-37090.26
2843.70,-4.60,0.19,-37095.29
2848.98,-4.60,0.08,-37106.30
2854.26,-4.60,0.29,-37105.15
2859.54,-4.60,0.19,-37086.56
2864.82,-4.60,0.27,-37100.04
2870.10,-4.60,0.03,-37103.35
2875.39,-4.60,-0.02,-37102.86
2880.67,-4.60,-0.23,-37097.11
2885.95,-4.60,-0.08,-37094.48
2891.23,-4.60,-0.03,-37104.32
2896.51,-4.60,0.05,-37087.80
2901.75,-4.60,0.36,-37101.77
2907.03,-4.60,0.47,-37113.02
2912.31,-4.60,0.36,-37100.39
2917.59,-4.60,0.13,-37083.16
2922.88,-4.60,0.07,-37100.75
2928.16,-4.60,-0.04,-37107.84
2933.44,-4.60,-0.13,-37099.14
2938.72,-4.59,0.37,-37088.62
2944.00,-4.59,0.58,-37098.17
2949.28,-4.59,1.02,-37111.95
2954.56,-4.58,1.17,-37104.87
2959.84,-4.57,1.49,-37095.44
2965.08,-4.57,1.54,-37094.43
2970.36,-4.56,1.79,-37107.00
2975.65,-4.55,1.35,-37102.63
2980.93,-4.54,1.57,-37099.27
2986.21,-4.54,1.25,-37111.70
2991.49,-4.53,1.27,-37101.51
2996.77,-4.52,1.35,-37092.02
3002.05,-4.51,1.82,-37100.73
3007.33,-4.51,1.66,-37110.83
3012.61,-4.50,1.75,-37103.95
3017.90,-4.49,1.25,-37088.63
3023.18,-4.48,1.33,-37097.04
3028.42,-4.48,1.04,-37113.82
3033.70,-4.47,1.07,-37101.93
3038.98,-4.46,1.04,-37093.74
3044.26,-4.46,1.00,-37097.46
3049.54,-4.45,1.21,-37109.82
3054.82,-4.45,0.55,-37103.12
3060.10,-4.45,0.50,-37090.77
3065.39,-4.44,0.61,-37106.78
3070.67,-4.44,0.21,-37103.57
3075.95,-4.44,0.10,-37099.11
3081.23,-4.44,0.10,-37092.77
3086.51,-4.44,-0.09,-37113.52
3091.75,-4.44,-0.01,-37104.45
3097.03,-4.44,-0.00,-37087.83
3102.31,-4.44,0.01,-37094.64
3107.59,-4.45,-0.43,-37114.81
3112.88,-4.45,-0.25,-37100.54
3118.16,-4.45,-0.42,-37091.13
3123.44,-4.45,-0.31,-37097.29
3128.72,-4.45,-0.49,-37108.86
3134.00,-4.46,-0.57,-37102.89
3139.28,-4.46,-0.72,-37085.72
3144.56,-4.47,-0.73,-37100.70
3149.84,-4.47,-0.75,-37103.29
3155.08,-4.47,-0.75,-37105.12
3160.36,-4.48,-0.85,-37093.89
3165.65,-4.48,-0.93,-37099.45
3170.93,-4.49,-0.69,-37100.95
3176.21,-4.49,-0.88,-37085.42
3181.49,-4.49,-0.69,-37097.88
3186.77,-4.50,-0.70,-37109.52
3192.05,-4.50,-0.69,-37102.83
3197.33,-4.50,-0.62,-37086.28
3202.61,-4.51,-0.39,-37097.41
3207.90,-4.51,-0.58,-37108.28
3213.18,-4.51,-0.57,-37102.08
3218.42,-4.51,-0.55,-37086.75
3223.70,-4.52,-0.75,-37097.08
3228.98,-4.52,-0.45,-37108.88
3234.26,-4.52,-0.66,-37103.64
3239.54,-4.53,-0.84,-37092.64
3244.83,-4.53,-0.87,-37098.83
3250.11,-4.54,-1.10,-37109.84
3255.39,-4.55,-1.41,-37091.30
3260.67,-4.55,-1.26,-37097.96
3265.95,-4.56,-1.26,-37104.86
3271.23,-4.56,-1.31,-37105.29
3276.51,-4.57,-1.38,-37102.35
3281.75,-4.58,-1.20,-37096.49
3287.03,-4.58,-1.05,-37115.80
3292.31,-4.59,-1.28,-37101.06
3297.59,-4.60,-1.26,-37082.39
3302.88,-4.60,-1.56,-37098.43
3308.16,-4.61,-1.64,-37108.28
3313.44,-4.62,-1.55,-37104.57
3318.72,-4.63,-1.41,-37085.73
3324.00,-4.63,-1.60,-37097.88
3329.28,-4.65,-1.60,-37110.13
3334.56,-4.66,-1.34,-37100.09
3339.84,-4.66,-1.48,-37095.54
3345.08,-4.67,-1.40,-37094.60
3350.36,-4.68,-1.21,-37105.62
3355.65,-4.68,-0.97,-37102.13
3360.93,-4.69,-1.28,-37097.59
3366.21,-4.69,-1.04,-37113.61
3371.49,-4.70,-1.31,-37101.96
3376.77,-4.71,-1.06,-37087.79
3382.05,-4.71,-0.94,-37098.43
3387.33,-4.72,-1.07,-37110.90
3392.61,-4.72,-1.06,-37103.87
3397.89,-4.73,-0.98,-37087.36
3403.18,-4.73,-1.03,-37099.38
3408.42,-4.74,-1.15,-37114.05
3413.70,-4.74,-1.31,-37104.94
3418.98,-4.75,-1.55,-37096.84
3424.26,-4.76,-1.33,-37095.61
3429.54,-4.77,-1.11,-37109.23
3434.82,-4.78,-1.16,-37101.11
3440.10,-4.78,-1.26,-37096.95
3445.38,-4.79,-1.39,-37104.07
3450.66,-4.79,-1.17,-37103.02
3455.95,-4.80,-1.34,-37101.63
3461.23,-4.81,-1.23,-37098.57
3466.51,-4.82,-1.74,-37112.66
3471.75,-4.82,-1.50,-37101.76
3477.03,-4.83,-1.82,-37087.40
3482.31,-4.84,-1.91,-37097.88
3487.59,-4.85,-2.33,-37111.10
3492.88,-4.86,-1.99,-37102.53
3498.16,-4.87,-2.35,-37089.33
3503.44,-4.89,-2.02,-37093.01
3508.72,-4.90,-2.24,-37111.98
3514.00,-4.91,-1.92,-37102.07
3519.28,-4.92,-1.92,-37095.35
3524.56,-4.93,-1.80,-37097.27
3529.84,-4.94,-1.37,-37107.41
3535.08,-4.95,-1.38,-37105.88
3540.36,-4.95,-1.28,-37091.99
3545.65,-4.96,-1.61,-37112.10
3550.93,-4.97,-1.33,-37100.11
3556.21,-4.98,-1.48,-37092.26
3561.49,-4.98,-1.63,-37100.10
3566.77,-4.99,-1.57,-37111.65
3572.05,-5.00,-2.03,-37101.53
3577.33,-5.01,-2.03,-37085.74
3582.61,-5.02,-1.66,-37097.77
3587.90,-5.03,-1.79,-37111.52
3593.18,-5.04,-1.54,-37101.67
3598.42,-5.04,-1.46,-37092.70
3603.70,-5.05,-1.21,-37097.61
3608.98,-5.06,-1.35,-37112.93
3614.26,-5.06,-1.22,-37103.48
3619.54,-5.07,-1.28,-37096.63
3624.82,-5.08,-1.12,-37102.19
3630.10,-5.09,-1.33,-37100.56
