time,theta_b,dtheta_b,dtheta_w
5873.39,0.00,nan,713.14,0.00
5883.80,0.00,nan,354.33,0.00
5894.21,0.00,nan,-103.91,0.00
5904.61,0.00,nan,-528.85,0.00
5915.02,0.00,nan,-942.56,0.00
5925.43,0.00,nan,-1259.02,0.00
5935.83,0.00,nan,-1645.69,0.00
5946.18,0.00,nan,-2035.47,0.00
5956.59,0.00,nan,-2418.22,0.00
5967.00,0.00,nan,-2789.39,0.00
5977.40,0.00,nan,-3168.31,0.00
5987.77,0.00,nan,-3487.52,0.00
5998.17,0.00,nan,-3858.65,0.00
6008.52,0.00,nan,-4210.99,0.00
6018.93,0.00,nan,-4593.25,0.00
6029.34,0.00,0.00,-4949.11,0.00
6039.74,0.00,nan,-5253.24,0.00
6050.15,0.00,nan,-5651.93,0.00
6060.55,0.00,nan,-6047.34,0.00
6070.96,0.00,nan,-6431.95,0.00
6081.37,0.00,nan,-6704.34,0.00
6091.77,0.00,nan,-7101.51,0.00
6102.18,0.00,nan,-7465.96,0.00
6112.59,0.00,nan,-7864.72,0.00
6123.00,0.00,0.00,-8141.58,0.00
6133.35,0.00,nan,-8543.56,0.00
6143.70,0.00,nan,-8924.54,0.00
6154.06,0.00,nan,-9259.73,0.00
6164.41,0.00,nan,-9573.57,0.00
6174.82,0.00,nan,-9978.28,0.00
6185.17,0.00,nan,-10339.95,0.00
6195.58,0.00,nan,-10676.02,0.00
6205.99,0.00,nan,-11041.72,0.00
6216.40,0.00,nan,-11373.73,0.00
6226.81,0.00,nan,-11714.79,0.00
6237.22,0.00,nan,-12121.06,0.00
6247.62,0.00,nan,-12461.52,0.00
6257.97,0.00,nan,-12772.59,0.00
6268.25,0.00,nan,-13127.00,0.00
6278.53,0.00,0.00,-13457.44,0.00
6288.81,0.00,nan,-13829.42,0.00
6299.09,0.00,nan,-14111.56,0.00
6309.36,0.00,nan,-14484.49,0.00
6319.64,0.00,nan,-14784.51,0.00
6329.92,0.00,nan,-15109.66,0.00
6340.19,0.00,0.00,-15468.61,0.00
6350.43,0.00,nan,-15754.44,0.00
6360.71,0.00,nan,-16102.14,0.00
6370.98,0.00,nan,-16407.18,0.00
6381.26,0.00,nan,-16759.23,0.00
6391.54,0.00,nan,-17020.71,0.00
6401.82,0.00,nan,-17350.58,0.00
6412.09,0.00,nan,-17677.84,0.00
6422.37,0.00,nan,-17995.83,0.00
6432.65,0.00,nan,-18273.93,0.00
6442.92,0.00,nan,-18598.14,0.00
6453.20,0.00,nan,-18936.70,0.00
6463.48,0.00,nan,-19183.26,0.00
6473.75,0.00,nan,-19521.08,0.00
6484.03,0.00,nan,-19828.17,0.00
6494.33,0.00,nan,-20101.95,0.00
6504.62,0.00,nan,-20433.30,0.00
6514.90,0.00,nan,-20680.36,0.00
6525.19,0.00,nan,-20980.24,0.00
6535.48,0.00,nan,-21279.08,0.00
6545.76,0.00,nan,-21529.97,0.00
6556.05,0.00,nan,-21854.80,0.00
6566.33,0.00,nan,-22118.11,0.00
6576.62,0.00,nan,-22367.49,0.00
6586.91,0.00,nan,-22663.84,0.00
6597.19,0.00,nan,-22900.22,0.00
6607.48,0.00,nan,-23150.58,0.00
6617.77,0.00,nan,-23433.39,0.00
6628.05,0.00,nan,-23689.94,0.00
6638.33,0.00,nan,-23899.02,0.00
6648.61,0.00,nan,-24190.66,0.00
6658.90,0.00,nan,-24444.27,0.00
6669.19,0.00,nan,-24690.79,0.00
